United Nations,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Population Division,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Department of Economic and Social Affairs,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
World Population Prospects 2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"File POP/15-3: Annual female population by five-year age group, region, subregion and country, 1950-2100 (thousands)",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Estimates, 1950 - 2020",,,,,,,,,,,,,,,,,,,,,,,,,,,,
POP/DB/WPP/Rev.2019/POP/F15-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"© August 2019 by United Nations, made available under a Creative Commons license CC BY 3.0 IGO: http://creativecommons.org/licenses/by/3.0/igo/",,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Suggested citation: United Nations, Department of Economic and Social Affairs, Population Division (2019). World Population Prospects 2019, Online Edition. Rev. 1.",,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,Female population by five-year age group (thousands),,,,,,,,,,,,,,,,,,,,
9540,Estimates,South-Eastern Asia,,920,Subregion,1832,1975,24838,22471,19900,17183,13954,10652,9240,8571,7579,6287,5126,4224,3567,2752,1894,1115,560,196,48,8,1
9541,Estimates,South-Eastern Asia,,920,Subregion,1832,1976,25109,22885,20358,17692,14565,11116,9358,8649,7748,6483,5274,4306,3616,2819,1956,1161,585,217,56,9,1
9542,Estimates,South-Eastern Asia,,920,Subregion,1832,1977,25315,23264,20818,18175,15155,11679,9496,8710,7905,6688,5433,4406,3661,2891,2019,1210,605,234,61,11,1
9543,Estimates,South-Eastern Asia,,920,Subregion,1832,1978,25487,23602,21280,18643,15726,12311,9682,8766,8048,6895,5604,4523,3710,2967,2084,1260,624,243,66,13,1
9544,Estimates,South-Eastern Asia,,920,Subregion,1832,1979,25675,23904,21733,19114,16286,12961,9950,8837,8171,7096,5788,4656,3772,3042,2153,1312,645,245,67,13,1
9545,Estimates,South-Eastern Asia,,920,Subregion,1832,1980,25919,24172,22163,19597,16837,13599,10322,8936,8274,7285,5985,4802,3854,3115,2228,1366,668,242,63,11,1
9546,Estimates,South-Eastern Asia,,920,Subregion,1832,1981,26178,24472,22555,20064,17369,14243,10813,9076,8370,7463,6184,4949,3933,3160,2290,1420,707,266,72,13,1
9547,Estimates,South-Eastern Asia,,920,Subregion,1832,1982,26494,24748,22932,20539,17870,14866,11410,9242,8454,7634,6396,5110,4032,3204,2357,1474,744,283,79,15,1
9548,Estimates,South-Eastern Asia,,920,Subregion,1832,1983,26837,24998,23293,21017,18348,15466,12078,9456,8537,7795,6612,5286,4150,3253,2427,1527,780,294,84,17,1
9549,Estimates,South-Eastern Asia,,920,Subregion,1832,1984,27152,25229,23636,21484,18821,16044,12765,9755,8636,7940,6825,5476,4285,3316,2495,1582,814,300,85,18,2
9550,Estimates,South-Eastern Asia,,920,Subregion,1832,1985,27400,25455,23953,21930,19301,16601,13432,10158,8760,8067,7027,5680,4435,3400,2560,1640,848,304,81,15,2
9551,Estimates,South-Eastern Asia,,920,Subregion,1832,1986,27701,25729,24217,22309,19770,17132,14073,10652,8902,8161,7201,5873,4574,3474,2603,1695,892,339,93,17,2
9552,Estimates,South-Eastern Asia,,920,Subregion,1832,1987,27823,26045,24473,22681,20246,17635,14701,11256,9072,8249,7372,6081,4731,3567,2644,1753,931,367,102,21,2
9553,Estimates,South-Eastern Asia,,920,Subregion,1832,1988,27818,26389,24719,23042,20714,18113,15309,11933,9292,8338,7535,6294,4905,3679,2688,1811,967,386,109,24,2
9554,Estimates,South-Eastern Asia,,920,Subregion,1832,1989,27781,26717,24969,23382,21155,18576,15892,12624,9594,8441,7681,6501,5092,3808,2746,1866,1002,398,114,25,3
9555,Estimates,South-Eastern Asia,,920,Subregion,1832,1990,27787,26971,25241,23693,21564,19030,16444,13288,9996,8568,7806,6697,5291,3952,2821,1916,1037,403,112,22,3
9556,Estimates,South-Eastern Asia,,920,Subregion,1832,1991,27772,27230,25569,23972,21952,19483,16953,13919,10484,8706,7901,6866,5472,4084,2893,1955,1083,442,129,25,3
9557,Estimates,South-Eastern Asia,,920,Subregion,1832,1992,27819,27407,25922,24221,22314,19921,17419,14520,11069,8862,7980,7027,5661,4227,2978,1989,1125,471,142,30,3
9558,Estimates,South-Eastern Asia,,920,Subregion,1832,1993,27901,27499,26284,24469,22652,20342,17855,15091,11716,9063,8057,7178,5856,4383,3076,2026,1164,487,152,35,4
9559,Estimates,South-Eastern Asia,,920,Subregion,1832,1994,27940,27536,26622,24750,22976,20744,18285,15641,12378,9348,8149,7314,6050,4553,3190,2074,1199,494,158,36,4
9560,Estimates,South-Eastern Asia,,920,Subregion,1832,1995,27880,27562,26904,25079,23294,21132,18719,16172,13023,9739,8270,7436,6241,4738,3319,2138,1229,498,155,33,5
9561,Estimates,South-Eastern Asia,,920,Subregion,1832,1996,27831,27596,27096,25342,23563,21553,19210,16723,13664,10212,8390,7513,6393,4904,3442,2209,1266,542,173,38,5
9562,Estimates,South-Eastern Asia,,920,Subregion,1832,1997,27620,27642,27244,25676,23795,21949,19705,17258,14307,10800,8539,7585,6546,5085,3576,2291,1299,579,186,45,5
9563,Estimates,South-Eastern Asia,,920,Subregion,1832,1998,27300,27691,27339,26062,24002,22307,20192,17776,14946,11469,8742,7658,6692,5274,3722,2383,1337,601,195,51,6
9564,Estimates,South-Eastern Asia,,920,Subregion,1832,1999,26984,27705,27396,26435,24216,22612,20646,18281,15569,12161,9030,7745,6822,5461,3879,2486,1383,610,198,52,7
9565,Estimates,South-Eastern Asia,,920,Subregion,1832,2000,26775,27639,27438,26738,24463,22856,21048,18770,16168,12840,9420,7854,6931,5638,4046,2598,1438,613,194,47,7
9566,Estimates,South-Eastern Asia,,920,Subregion,1832,2001,26646,27665,27543,26883,24847,23113,21372,19170,16622,13481,9945,7993,6960,5744,4159,2688,1498,661,218,52,8
9567,Estimates,South-Eastern Asia,,920,Subregion,1832,2002,26651,27622,27665,26958,25217,23348,21661,19551,17035,14058,10559,8173,6996,5830,4282,2769,1555,697,235,59,9
9568,Estimates,South-Eastern Asia,,920,Subregion,1832,2003,26765,27514,27786,27021,25522,23586,21919,19908,17431,14564,11221,8413,7059,5894,4416,2840,1612,718,248,65,10
9569,Estimates,South-Eastern Asia,,920,Subregion,1832,2004,26896,27380,27881,27124,25739,23848,22161,20238,17828,15019,11874,8743,7165,5944,4548,2911,1670,731,253,66,10
9570,Estimates,South-Eastern Asia,,920,Subregion,1832,2005,26965,27276,27929,27274,25896,24121,22402,20546,18224,15450,12476,9173,7322,5997,4667,2996,1724,742,249,60,11
9571,Estimates,South-Eastern Asia,,920,Subregion,1832,2006,27032,27117,27761,27204,26174,24396,22710,20937,18689,15996,12957,9593,7437,6085,4751,3124,1790,801,276,67,12
9572,Estimates,South-Eastern Asia,,920,Subregion,1832,2007,27033,27019,27577,27155,26311,24739,22970,21313,19148,16539,13464,10073,7586,6164,4840,3256,1852,852,294,77,13
9573,Estimates,South-Eastern Asia,,920,Subregion,1832,2008,26991,26978,27387,27165,26269,25160,23185,21672,19607,17057,14028,10575,7800,6226,4947,3376,1923,889,307,86,13
9574,Estimates,South-Eastern Asia,,920,Subregion,1832,2009,26979,26976,27225,27204,26112,25580,23395,22007,20057,17548,14640,11078,8093,6288,5068,3480,2007,917,314,88,14
9575,Estimates,South-Eastern Asia,,920,Subregion,1832,2010,27055,26980,27121,27220,25952,25884,23657,22303,20490,18030,15266,11600,8452,6381,5181,3581,2098,943,313,81,15
9576,Estimates,South-Eastern Asia,,920,Subregion,1832,2011,27140,26959,27069,27263,26038,25943,24015,22526,20841,18465,15793,12211,8867,6553,5236,3688,2186,1016,350,88,16
9577,Estimates,South-Eastern Asia,,920,Subregion,1832,2012,27347,26937,27035,27236,26243,25840,24449,22702,21175,18902,16271,12855,9332,6777,5279,3809,2265,1079,378,99,17
9578,Estimates,South-Eastern Asia,,920,Subregion,1832,2013,27619,26919,27009,27168,26511,25656,24890,22862,21492,19331,16714,13508,9844,7053,5335,3934,2339,1131,400,109,18
9579,Estimates,South-Eastern Asia,,920,Subregion,1832,2014,27841,26918,26983,27107,26752,25522,25237,23062,21784,19743,17153,14138,10400,7380,5433,4049,2414,1176,414,112,20
9580,Estimates,South-Eastern Asia,,920,Subregion,1832,2015,27942,26950,26951,27072,26911,25515,25428,23331,22046,20132,17602,14726,10991,7759,5587,4150,2498,1216,421,104,21
9581,Estimates,South-Eastern Asia,,920,Subregion,1832,2016,28117,27023,26874,26982,26981,25634,25505,23666,22246,20482,18025,15240,11579,8156,5747,4210,2601,1289,471,116,22
9582,Estimates,South-Eastern Asia,,920,Subregion,1832,2017,28021,27183,26819,26915,26978,25876,25442,24100,22409,20827,18459,15715,12204,8606,5956,4262,2709,1348,508,134,23
9583,Estimates,South-Eastern Asia,,920,Subregion,1832,2018,27741,27410,26783,26864,26919,26177,25307,24560,22567,21154,18892,16162,12843,9104,6217,4326,2814,1395,537,149,25
9584,Estimates,South-Eastern Asia,,920,Subregion,1832,2019,27433,27639,26783,26813,26836,26433,25210,24930,22767,21446,19308,16602,13460,9641,6529,4427,2905,1441,554,154,26
9585,Estimates,South-Eastern Asia,,920,Subregion,1832,2020,27204,27781,26846,26756,26756,26583,25223,25145,23036,21696,19696,17046,14034,10211,6895,4576,2979,1490,562,145,28
9586,Estimates,Brunei Darussalam,,96,Country/Area,920,1950,3,3,2,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0
9587,Estimates,Brunei Darussalam,,96,Country/Area,920,1951,4,3,3,2,2,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0
9588,Estimates,Brunei Darussalam,,96,Country/Area,920,1952,4,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0
9589,Estimates,Brunei Darussalam,,96,Country/Area,920,1953,5,3,3,2,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0
9590,Estimates,Brunei Darussalam,,96,Country/Area,920,1954,6,3,3,3,2,2,2,2,1,1,1,1,1,1,0,0,0,0,0,0,0
9591,Estimates,Brunei Darussalam,,96,Country/Area,920,1955,6,3,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0
9592,Estimates,Brunei Darussalam,,96,Country/Area,920,1956,7,4,3,3,3,2,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0
9593,Estimates,Brunei Darussalam,,96,Country/Area,920,1957,7,4,3,3,3,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0
9594,Estimates,Brunei Darussalam,,96,Country/Area,920,1958,8,5,3,3,3,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0,0
9595,Estimates,Brunei Darussalam,,96,Country/Area,920,1959,8,6,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0
9596,Estimates,Brunei Darussalam,,96,Country/Area,920,1960,8,6,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0,0
9597,Estimates,Brunei Darussalam,,96,Country/Area,920,1961,8,7,4,3,3,3,3,2,2,2,1,1,1,1,1,0,0,0,0,0,0
9598,Estimates,Brunei Darussalam,,96,Country/Area,920,1962,8,7,4,3,3,3,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0
9599,Estimates,Brunei Darussalam,,96,Country/Area,920,1963,8,7,5,3,3,3,3,3,2,2,1,1,1,1,1,0,0,0,0,0,0
9600,Estimates,Brunei Darussalam,,96,Country/Area,920,1964,9,8,6,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0
9601,Estimates,Brunei Darussalam,,96,Country/Area,920,1965,9,8,6,3,3,3,3,3,2,2,2,1,1,1,1,0,0,0,0,0,0
9602,Estimates,Brunei Darussalam,,96,Country/Area,920,1966,9,8,7,4,3,3,3,3,3,2,2,1,1,1,1,0,0,0,0,0,0
9603,Estimates,Brunei Darussalam,,96,Country/Area,920,1967,9,8,7,5,3,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0
9604,Estimates,Brunei Darussalam,,96,Country/Area,920,1968,10,9,7,5,4,4,4,3,3,2,2,1,1,1,1,0,0,0,0,0,0
9605,Estimates,Brunei Darussalam,,96,Country/Area,920,1969,10,9,8,6,4,4,4,4,3,2,2,2,1,1,1,0,0,0,0,0,0
9606,Estimates,Brunei Darussalam,,96,Country/Area,920,1970,10,9,8,6,4,4,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0
9607,Estimates,Brunei Darussalam,,96,Country/Area,920,1971,10,9,8,7,5,4,4,4,3,3,2,2,1,1,1,0,0,0,0,0,0
9608,Estimates,Brunei Darussalam,,96,Country/Area,920,1972,11,10,8,7,5,4,4,4,4,3,2,2,1,1,1,0,0,0,0,0,0
9609,Estimates,Brunei Darussalam,,96,Country/Area,920,1973,12,10,9,8,6,4,4,4,4,3,2,2,1,1,1,0,0,0,0,0,0
9610,Estimates,Brunei Darussalam,,96,Country/Area,920,1974,12,10,9,8,7,5,5,4,4,3,3,2,2,1,1,0,0,0,0,0,0
9611,Estimates,Brunei Darussalam,,96,Country/Area,920,1975,13,10,9,8,7,5,5,5,4,3,3,2,2,1,1,1,0,0,0,0,0
9612,Estimates,Brunei Darussalam,,96,Country/Area,920,1976,13,11,9,9,8,6,5,4,4,3,3,2,2,1,1,1,0,0,0,0,0
9613,Estimates,Brunei Darussalam,,96,Country/Area,920,1977,14,11,10,9,9,7,5,4,4,3,2,2,1,1,1,1,0,0,0,0,0
9614,Estimates,Brunei Darussalam,,96,Country/Area,920,1978,14,12,10,9,9,7,5,4,4,3,2,2,1,1,1,1,0,0,0,0,0
9615,Estimates,Brunei Darussalam,,96,Country/Area,920,1979,14,12,10,10,10,8,6,4,4,3,2,2,1,1,1,1,0,0,0,0,0
9616,Estimates,Brunei Darussalam,,96,Country/Area,920,1980,14,12,11,10,10,9,6,4,4,3,2,2,1,1,1,0,0,0,0,0,0
9617,Estimates,Brunei Darussalam,,96,Country/Area,920,1981,14,13,11,10,10,10,7,4,4,3,2,2,1,1,1,0,0,0,0,0,0
9618,Estimates,Brunei Darussalam,,96,Country/Area,920,1982,14,13,11,10,10,10,8,5,4,3,3,2,1,1,1,0,0,0,0,0,0
9619,Estimates,Brunei Darussalam,,96,Country/Area,920,1983,15,13,12,10,10,10,8,5,4,3,3,2,1,1,1,0,0,0,0,0,0
9620,Estimates,Brunei Darussalam,,96,Country/Area,920,1984,15,14,12,10,10,10,9,6,4,4,3,2,1,1,1,0,0,0,0,0,0
9621,Estimates,Brunei Darussalam,,96,Country/Area,920,1985,15,14,12,11,10,11,9,7,4,4,3,2,1,1,1,1,0,0,0,0,0
9622,Estimates,Brunei Darussalam,,96,Country/Area,920,1986,15,14,12,11,10,11,10,7,4,4,3,2,2,1,1,1,0,0,0,0,0
9623,Estimates,Brunei Darussalam,,96,Country/Area,920,1987,16,14,12,12,11,11,10,8,5,3,3,2,2,1,1,1,0,0,0,0,0
9624,Estimates,Brunei Darussalam,,96,Country/Area,920,1988,16,14,12,12,12,12,11,8,5,3,3,2,2,1,1,1,0,0,0,0,0
9625,Estimates,Brunei Darussalam,,96,Country/Area,920,1989,16,14,12,12,12,12,11,9,6,3,3,2,2,1,1,1,0,0,0,0,0
9626,Estimates,Brunei Darussalam,,96,Country/Area,920,1990,17,15,12,11,13,13,12,9,6,4,3,3,2,1,1,1,0,0,0,0,0
9627,Estimates,Brunei Darussalam,,96,Country/Area,920,1991,17,15,13,12,13,13,12,10,7,4,3,3,2,1,1,1,0,0,0,0,0
9628,Estimates,Brunei Darussalam,,96,Country/Area,920,1992,17,15,13,12,14,14,12,10,7,4,3,3,2,1,1,1,0,0,0,0,0
9629,Estimates,Brunei Darussalam,,96,Country/Area,920,1993,18,15,13,13,14,14,12,11,8,5,3,3,2,1,1,1,0,0,0,0,0
9630,Estimates,Brunei Darussalam,,96,Country/Area,920,1994,18,15,14,13,14,16,13,11,8,5,3,2,2,1,1,1,0,0,0,0,0
9631,Estimates,Brunei Darussalam,,96,Country/Area,920,1995,18,16,14,13,14,17,13,11,9,5,3,2,2,1,1,1,0,0,0,0,0
9632,Estimates,Brunei Darussalam,,96,Country/Area,920,1996,18,16,14,14,15,17,14,12,9,6,3,2,2,1,1,1,0,0,0,0,0
9633,Estimates,Brunei Darussalam,,96,Country/Area,920,1997,18,17,14,14,15,17,15,12,10,6,4,3,2,2,1,1,0,0,0,0,0
9634,Estimates,Brunei Darussalam,,96,Country/Area,920,1998,18,17,15,14,16,17,16,13,10,7,4,3,2,2,1,1,0,0,0,0,0
9635,Estimates,Brunei Darussalam,,96,Country/Area,920,1999,17,17,15,14,17,18,17,13,11,7,5,3,2,2,1,1,0,0,0,0,0
9636,Estimates,Brunei Darussalam,,96,Country/Area,920,2000,17,17,16,14,17,18,17,14,11,8,5,3,3,2,1,1,0,0,0,0,0
9637,Estimates,Brunei Darussalam,,96,Country/Area,920,2001,17,17,16,15,17,18,17,15,12,8,6,3,3,2,1,1,0,0,0,0,0
9638,Estimates,Brunei Darussalam,,96,Country/Area,920,2002,17,17,16,16,17,18,18,15,12,9,6,4,3,2,1,1,0,0,0,0,0
9639,Estimates,Brunei Darussalam,,96,Country/Area,920,2003,16,17,16,16,17,18,18,15,12,9,7,4,3,2,1,1,0,0,0,0,0
9640,Estimates,Brunei Darussalam,,96,Country/Area,920,2004,16,17,16,16,17,18,18,15,13,10,7,5,3,2,1,1,1,0,0,0,0
9641,Estimates,Brunei Darussalam,,96,Country/Area,920,2005,16,17,16,16,18,18,18,15,13,10,7,5,3,2,1,1,1,0,0,0,0
9642,Estimates,Brunei Darussalam,,96,Country/Area,920,2006,16,17,17,16,18,18,18,16,13,10,8,5,3,2,2,1,1,0,0,0,0
9643,Estimates,Brunei Darussalam,,96,Country/Area,920,2007,15,17,17,17,18,18,18,16,13,11,8,5,3,2,2,1,1,0,0,0,0
9644,Estimates,Brunei Darussalam,,96,Country/Area,920,2008,15,17,17,17,18,18,18,16,14,11,8,6,4,2,2,1,1,0,0,0,0
9645,Estimates,Brunei Darussalam,,96,Country/Area,920,2009,15,17,17,17,18,18,17,16,14,11,9,6,4,2,2,1,1,0,0,0,0
9646,Estimates,Brunei Darussalam,,96,Country/Area,920,2010,15,17,17,17,18,18,17,16,14,11,9,6,4,2,2,1,1,0,0,0,0
9647,Estimates,Brunei Darussalam,,96,Country/Area,920,2011,15,16,17,17,18,18,18,16,15,12,9,7,4,2,2,1,1,0,0,0,0
9648,Estimates,Brunei Darussalam,,96,Country/Area,920,2012,16,16,17,17,18,18,18,17,15,12,10,7,5,3,2,1,1,0,0,0,0
9649,Estimates,Brunei Darussalam,,96,Country/Area,920,2013,16,16,17,17,17,18,18,17,15,13,10,8,5,3,2,2,1,0,0,0,0
9650,Estimates,Brunei Darussalam,,96,Country/Area,920,2014,17,15,17,17,17,18,18,17,16,14,10,8,6,3,2,2,1,0,0,0,0
9651,Estimates,Brunei Darussalam,,96,Country/Area,920,2015,17,15,16,17,17,18,18,17,16,14,11,9,6,4,2,2,1,0,0,0,0
9652,Estimates,Brunei Darussalam,,96,Country/Area,920,2016,17,15,16,17,16,18,18,17,16,14,11,9,7,4,2,2,1,0,0,0,0
9653,Estimates,Brunei Darussalam,,96,Country/Area,920,2017,17,15,16,17,16,17,18,17,16,15,12,9,7,4,2,2,1,0,0,0,0
9654,Estimates,Brunei Darussalam,,96,Country/Area,920,2018,17,16,15,17,17,17,18,18,17,15,13,10,7,5,3,2,1,0,0,0,0
9655,Estimates,Brunei Darussalam,,96,Country/Area,920,2019,16,16,15,17,17,17,18,18,17,16,13,10,8,5,3,2,1,0,0,0,0
9656,Estimates,Brunei Darussalam,,96,Country/Area,920,2020,15,17,15,16,17,16,18,18,17,16,14,11,8,6,3,2,1,1,0,0,0
9657,Estimates,Cambodia,,116,Country/Area,920,1950,367,300,262,228,197,169,144,122,103,86,70,57,43,30,20,11,4,1,0,0,0
9658,Estimates,Cambodia,,116,Country/Area,920,1951,387,307,266,232,200,172,147,124,105,88,72,58,44,31,20,12,5,1,0,0,0
9659,Estimates,Cambodia,,116,Country/Area,920,1952,414,313,270,235,203,175,149,126,107,89,73,59,45,31,20,12,5,1,0,0,0
9660,Estimates,Cambodia,,116,Country/Area,920,1953,440,321,275,240,207,178,152,129,109,91,75,60,46,32,20,12,5,2,0,0,0
9661,Estimates,Cambodia,,116,Country/Area,920,1954,461,330,282,245,211,181,155,132,111,93,77,61,47,33,21,12,6,2,0,0,0
9662,Estimates,Cambodia,,116,Country/Area,920,1955,478,341,288,250,216,185,158,134,114,96,79,62,48,34,21,12,6,2,0,0,0
9663,Estimates,Cambodia,,116,Country/Area,920,1956,502,356,293,254,219,188,160,136,116,97,80,64,49,35,22,12,6,2,0,0,0
9664,Estimates,Cambodia,,116,Country/Area,920,1957,514,376,298,259,223,191,163,139,118,99,82,65,50,36,22,13,6,2,0,0,0
9665,Estimates,Cambodia,,116,Country/Area,920,1958,518,401,305,265,228,195,167,142,121,101,84,67,51,37,23,13,6,2,0,0,0
9666,Estimates,Cambodia,,116,Country/Area,920,1959,522,426,315,270,232,199,170,145,123,104,86,68,52,37,24,13,6,2,0,0,0
9667,Estimates,Cambodia,,116,Country/Area,920,1960,530,446,328,276,237,202,173,147,125,106,88,70,53,38,25,13,6,2,0,0,0
9668,Estimates,Cambodia,,116,Country/Area,920,1961,533,466,346,282,242,207,176,151,128,108,90,72,55,39,25,14,6,2,0,0,0
9669,Estimates,Cambodia,,116,Country/Area,920,1962,544,479,367,287,247,211,180,154,131,111,92,73,56,40,26,14,7,2,1,0,0
9670,Estimates,Cambodia,,116,Country/Area,920,1963,560,487,390,292,252,215,183,156,133,113,94,75,57,41,27,15,7,2,1,0,0
9671,Estimates,Cambodia,,116,Country/Area,920,1964,575,491,412,301,256,219,186,159,136,115,95,77,59,42,27,15,7,2,1,0,0
9672,Estimates,Cambodia,,116,Country/Area,920,1965,584,495,429,314,261,223,189,162,138,117,97,79,60,43,28,16,7,2,1,0,0
9673,Estimates,Cambodia,,116,Country/Area,920,1966,595,501,439,328,264,225,192,163,139,118,99,80,61,44,29,16,7,2,1,0,0
9674,Estimates,Cambodia,,116,Country/Area,920,1967,598,508,446,346,267,228,194,165,141,120,100,81,62,45,29,16,7,3,1,0,0
9675,Estimates,Cambodia,,116,Country/Area,920,1968,596,515,450,366,270,231,196,167,142,121,101,82,63,46,30,17,8,3,1,0,0
9676,Estimates,Cambodia,,116,Country/Area,920,1969,595,523,455,384,277,234,199,169,144,122,102,83,65,47,30,17,8,3,1,0,0
9677,Estimates,Cambodia,,116,Country/Area,920,1970,599,528,460,399,288,238,201,171,146,124,104,85,66,48,31,17,8,3,1,0,0
9678,Estimates,Cambodia,,116,Country/Area,920,1971,606,536,468,410,303,242,205,174,148,126,106,86,67,49,32,18,8,3,1,0,0
9679,Estimates,Cambodia,,116,Country/Area,920,1972,619,543,476,418,322,246,209,178,151,128,108,88,68,50,32,18,9,3,1,0,0
9680,Estimates,Cambodia,,116,Country/Area,920,1973,634,547,484,423,341,250,213,181,153,131,110,90,70,51,33,18,9,3,1,0,0
9681,Estimates,Cambodia,,116,Country/Area,920,1974,638,547,490,426,358,256,216,183,155,132,111,91,71,52,34,19,9,3,1,0,0
9682,Estimates,Cambodia,,116,Country/Area,920,1975,622,545,491,428,368,264,217,184,156,133,112,92,72,52,34,19,8,3,1,0,0
9683,Estimates,Cambodia,,116,Country/Area,920,1976,603,537,483,423,370,272,216,183,155,132,112,92,72,53,34,19,9,3,1,0,0
9684,Estimates,Cambodia,,116,Country/Area,920,1977,559,528,474,417,366,281,214,182,154,131,111,92,72,53,35,19,9,3,1,0,0
9685,Estimates,Cambodia,,116,Country/Area,920,1978,503,518,465,412,360,292,213,181,153,130,111,92,72,53,35,19,9,3,1,0,0
9686,Estimates,Cambodia,,116,Country/Area,920,1979,461,506,459,407,355,300,215,180,152,129,110,92,73,53,35,19,8,3,1,0,0
9687,Estimates,Cambodia,,116,Country/Area,920,1980,455,491,455,405,352,307,221,181,152,129,110,93,74,54,35,19,8,2,0,0,0
9688,Estimates,Cambodia,,116,Country/Area,920,1981,453,483,460,410,356,314,232,184,155,131,111,94,75,55,36,20,9,3,0,0,0
9689,Estimates,Cambodia,,116,Country/Area,920,1982,502,468,465,415,362,319,246,187,158,133,113,95,76,56,37,21,9,3,1,0,0
9690,Estimates,Cambodia,,116,Country/Area,920,1983,586,447,470,420,368,322,262,191,161,136,114,96,77,57,38,21,10,3,1,0,0
9691,Estimates,Cambodia,,116,Country/Area,920,1984,674,430,473,427,375,326,276,197,165,139,117,98,79,59,39,22,10,3,1,0,0
9692,Estimates,Cambodia,,116,Country/Area,920,1985,742,428,468,434,384,332,288,207,169,142,119,100,81,60,40,22,10,3,1,0,0
9693,Estimates,Cambodia,,116,Country/Area,920,1986,828,443,450,437,387,335,294,217,171,143,120,100,81,61,41,23,10,3,1,0,0
9694,Estimates,Cambodia,,116,Country/Area,920,1987,863,488,429,444,393,341,300,231,175,147,122,102,82,62,42,24,11,4,1,0,0
9695,Estimates,Cambodia,,116,Country/Area,920,1988,861,560,407,453,401,349,305,247,179,151,126,104,84,64,43,24,11,4,1,0,0
9696,Estimates,Cambodia,,116,Country/Area,920,1989,851,643,396,456,409,358,310,262,186,155,129,107,86,66,45,25,12,4,1,0,0
9697,Estimates,Cambodia,,116,Country/Area,920,1990,855,715,409,450,416,367,316,274,196,159,132,109,88,67,46,26,12,4,1,0,0
9698,Estimates,Cambodia,,116,Country/Area,920,1991,839,773,450,442,428,378,326,286,209,165,136,112,91,69,48,27,12,4,1,0,0
9699,Estimates,Cambodia,,116,Country/Area,920,1992,842,813,511,423,441,389,336,294,226,170,141,116,93,71,49,28,13,5,1,0,0
9700,Estimates,Cambodia,,116,Country/Area,920,1993,859,835,587,404,453,399,346,301,243,176,146,120,96,73,51,30,13,5,1,0,0
9701,Estimates,Cambodia,,116,Country/Area,920,1994,874,845,662,400,459,410,358,308,259,184,151,124,99,76,53,31,14,5,1,0,0
9702,Estimates,Cambodia,,116,Country/Area,920,1995,874,856,724,420,459,422,370,317,273,195,157,128,103,78,55,33,14,5,1,0,0
9703,Estimates,Cambodia,,116,Country/Area,920,1996,865,864,786,458,449,434,383,326,284,208,162,133,106,80,55,33,15,5,1,0,0
9704,Estimates,Cambodia,,116,Country/Area,920,1997,847,867,829,530,425,449,396,338,293,225,168,137,110,83,56,33,16,5,1,0,0
9705,Estimates,Cambodia,,116,Country/Area,920,1998,823,867,849,629,396,464,408,353,299,243,174,143,114,86,57,34,16,6,1,0,0
9706,Estimates,Cambodia,,116,Country/Area,920,1999,799,864,854,731,382,473,418,369,304,260,182,149,118,90,59,34,15,6,1,0,0
9707,Estimates,Cambodia,,116,Country/Area,920,2000,780,856,853,812,400,469,428,384,312,273,193,154,122,95,61,35,15,5,1,0,0
9708,Estimates,Cambodia,,116,Country/Area,920,2001,761,856,844,853,452,448,440,397,326,284,207,160,126,98,64,36,16,6,1,0,0
9709,Estimates,Cambodia,,116,Country/Area,920,2002,753,849,844,858,541,412,453,407,342,291,224,166,131,101,68,38,17,6,2,0,0
9710,Estimates,Cambodia,,116,Country/Area,920,2003,752,830,856,834,649,374,462,414,358,297,242,172,136,103,72,39,18,6,2,0,0
9711,Estimates,Cambodia,,116,Country/Area,920,2004,755,805,872,803,744,358,462,421,374,304,257,180,142,106,75,41,19,6,2,0,0
9712,Estimates,Cambodia,,116,Country/Area,920,2005,758,780,881,784,805,378,448,427,388,314,270,191,148,110,79,43,19,6,1,0,0
